Suburb,Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Year,Month,Day,Weekday,Week
0,2,0,1636000.0,2,227,2.5,3067.0,2.0,1.0,2.0,256.0,107.0,1890.0,31,-37.806,144.9954,2,4019.0,2016,10,8,5,40
0,3,0,1000000.0,2,155,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.8076,145.0078,2,4019.0,2016,10,8,5,40
0,2,1,745000.0,2,155,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.8076,145.0078,2,4019.0,2016,10,8,5,40
0,1,2,300000.0,2,33,2.5,3067.0,1.0,1.0,1.0,0.0,136.0,1970.0,31,-37.8008,144.9973,2,4019.0,2016,10,8,5,40
0,2,0,1097000.0,2,33,2.5,3067.0,3.0,1.0,2.0,220.0,75.0,1900.0,31,-37.801,144.9989,2,4019.0,2016,10,8,5,40
0,2,2,542000.0,2,91,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.8076,145.0078,2,4019.0,2016,10,8,5,40
0,2,0,870000.0,5,33,2.5,3067.0,2.0,1.0,1.0,176.0,80.0,1925.0,31,-37.7998,144.9972,2,4019.0,2016,12,10,5,49
0,2,2,760000.0,5,33,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.8076,145.0078,2,4019.0,2016,12,10,5,49
0,1,2,481000.0,5,269,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.8076,145.0078,2,4019.0,2016,12,10,5,49
0,2,2,700000.0,7,155,2.5,3067.0,2.0,2.0,1.0,0.0,136.0,1970.0,31,-37.811,145.0067,2,4019.0,2016,11,12,5,45
0,3,0,1350000.0,7,227,2.5,3067.0,3.0,2.0,2.0,214.0,190.0,2005.0,31,-37.8085,144.9964,2,4019.0,2016,11,12,5,45
0,2,2,750000.0,2,33,2.5,3067.0,2.0,2.0,1.0,0.0,94.0,2009.0,31,-37.8078,144.9965,2,4019.0,2016,11,12,5,45
0,4,0,1985000.0,2,33,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.8084,144.9942,2,4019.0,2016,11,12,5,45
0,1,2,500000.0,2,33,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.8076,145.0078,2,4019.0,2016,11,12,5,45
0,2,0,1172500.0,2,33,2.5,3067.0,2.0,1.0,1.0,195.0,136.0,1970.0,31,-37.8084,144.9973,2,4019.0,2016,8,13,5,32
0,1,2,441000.0,5,124,2.5,3067.0,1.0,1.0,1.0,0.0,136.0,1970.0,31,-37.8016,144.9988,2,4019.0,2016,5,14,5,19
0,2,0,1310000.0,2,155,2.5,3067.0,2.0,1.0,2.0,238.0,97.0,1890.0,31,-37.809,144.9976,2,4019.0,2016,10,15,5,41
0,3,2,870000.0,0,259,2.5,3067.0,3.0,2.0,2.0,0.0,129.0,2010.0,31,-37.8093,144.9959,2,4019.0,2016,4,16,5,15
0,3,0,1200000.0,2,155,2.5,3067.0,3.0,2.0,1.0,113.0,110.0,1880.0,31,-37.8056,144.993,2,4019.0,2016,7,16,5,28
0,2,1,847000.0,2,155,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.8076,145.0078,2,4019.0,2016,7,16,5,28
0,2,0,870000.0,0,33,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.8076,145.0078,2,4019.0,2016,7,16,5,28
0,3,0,1176500.0,2,172,2.5,3067.0,2.0,1.0,1.0,138.0,105.0,1890.0,31,-37.8021,144.9965,2,4019.0,2016,7,16,5,28
0,3,0,955000.0,2,74,2.5,3067.0,3.0,1.0,0.0,183.0,136.0,1970.0,31,-37.8022,144.9975,2,4019.0,2016,9,17,5,37
0,2,0,890000.0,2,33,2.5,3067.0,2.0,1.0,1.0,150.0,73.0,1985.0,31,-37.8011,145.0004,2,4019.0,2016,9,17,5,37
0,4,0,1330000.0,0,165,2.5,3067.0,4.0,2.0,2.0,780.0,135.0,1900.0,31,-37.8073,144.9952,2,4019.0,2017,3,18,5,11
0,3,0,870000.0,5,227,2.5,3067.0,3.0,2.0,1.0,119.0,167.0,2005.0,31,-37.8082,144.9999,2,4019.0,2017,3,18,5,11
0,3,1,900000.0,2,27,2.5,3067.0,3.0,2.0,2.0,0.0,136.0,2010.0,31,-37.8093,144.9959,2,4019.0,2017,3,18,5,11
0,3,2,1090000.0,2,155,2.5,3067.0,3.0,2.0,2.0,4290.0,27.0,1970.0,31,-37.8078,144.9965,2,4019.0,2017,3,18,5,11
0,2,2,500000.0,2,74,2.5,3067.0,2.0,1.0,1.0,0.0,60.0,1970.0,31,-37.8015,144.9972,2,4019.0,2016,6,18,5,24
0,2,0,1100000.0,0,33,2.5,3067.0,2.0,2.0,1.0,124.0,135.0,2013.0,31,-37.8079,144.9977,2,4019.0,2016,6,18,5,24
0,2,0,1315000.0,2,198,2.5,3067.0,2.0,1.0,0.0,147.0,85.0,1900.0,31,-37.808,144.994,2,4019.0,2016,11,19,5,46
0,1,2,480000.0,2,33,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.8076,145.0078,2,4019.0,2016,11,19,5,46
0,1,2,423500.0,2,370,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.8076,145.0078,2,4019.0,2016,5,22,6,20
0,4,0,870000.0,0,33,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.8092,144.9941,2,4019.0,2016,5,22,6,20
0,1,2,426000.0,5,124,2.5,3067.0,1.0,1.0,1.0,0.0,136.0,1970.0,31,-37.8016,144.9988,2,4019.0,2016,8,22,0,34
0,3,0,1447500.0,0,227,2.5,3067.0,3.0,3.0,1.0,166.0,174.0,2012.0,31,-37.8017,145.0001,2,4019.0,2016,8,22,0,34
0,1,2,457000.0,2,155,2.5,3067.0,1.0,1.0,1.0,0.0,50.0,1970.0,31,-37.8078,144.9965,2,4019.0,2016,8,22,0,34
0,2,0,1135000.0,2,227,2.5,3067.0,2.0,2.0,2.0,98.0,128.0,1920.0,31,-37.8005,144.9952,2,4019.0,2016,8,22,0,34
0,2,0,700000.0,2,33,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.8076,145.0078,2,4019.0,2016,4,23,5,16
0,4,0,1542000.0,2,74,2.5,3067.0,4.0,3.0,1.0,0.0,136.0,1970.0,31,-37.7994,144.9965,2,4019.0,2016,9,24,5,38
0,3,1,962000.0,5,155,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.7972,144.9969,2,4019.0,2017,2,25,5,8
0,3,0,1290000.0,2,33,2.5,3067.0,3.0,2.0,2.0,147.0,18.0,1970.0,31,-37.805,144.9943,2,4019.0,2017,2,25,5,8
0,3,0,1290000.0,2,33,2.5,3067.0,3.0,1.0,1.0,168.0,124.0,1950.0,31,-37.8007,144.9958,2,4019.0,2017,2,25,5,8
0,1,2,470000.0,2,227,2.5,3067.0,1.0,1.0,1.0,0.0,50.0,2013.0,31,-37.8055,144.9961,2,4019.0,2016,7,26,1,30
0,2,0,1180000.0,2,155,2.5,3067.0,2.0,1.0,0.0,162.0,91.0,1900.0,31,-37.8016,144.9956,2,4019.0,2016,11,27,6,47
0,3,0,1195000.0,5,155,2.5,3067.0,3.0,2.0,1.0,120.0,128.0,1998.0,31,-37.8022,144.9954,2,4019.0,2016,11,27,6,47
0,2,2,870000.0,0,33,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.8076,145.0078,2,4019.0,2016,5,28,5,21
0,2,0,1012500.0,2,227,2.5,3067.0,2.0,1.0,0.0,182.0,82.0,1900.0,31,-37.8021,144.9976,2,4019.0,2016,5,28,5,21
0,2,2,970000.0,5,33,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.8076,145.0078,2,4019.0,2016,5,28,5,21
0,2,0,1030000.0,2,33,2.5,3067.0,2.0,1.0,1.0,172.0,81.0,1930.0,31,-37.8086,144.9946,2,4019.0,2016,7,30,5,30
0,4,0,870000.0,8,33,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.8084,144.9942,2,4019.0,2016,7,30,5,30
0,3,0,927000.0,2,33,2.5,3067.0,3.0,2.0,2.0,521.0,136.0,1970.0,31,-37.8076,145.0078,2,4019.0,2016,7,30,5,30
2,3,1,840000.0,0,227,13.5,3042.0,3.0,2.0,1.0,303.0,225.0,2016.0,22,-37.718,144.878,6,3464.0,2016,9,3,5,35
2,3,0,730000.0,7,227,13.5,3042.0,3.0,2.0,1.0,0.0,145.0,1965.0,22,-37.7203,144.8755,6,3464.0,2016,12,3,5,48
2,3,0,770000.0,5,227,13.5,3042.0,3.0,2.0,1.0,0.0,145.0,1965.0,22,-37.7203,144.8755,6,3464.0,2017,3,4,5,9
2,3,0,870000.0,2,42,13.5,3042.0,3.0,1.0,1.0,580.0,114.0,1960.0,22,-37.7235,144.8736,6,3464.0,2017,3,4,5,9
2,2,0,603000.0,2,227,13.5,3042.0,2.0,1.0,1.0,272.0,84.0,1950.0,22,-37.7294,144.888,6,3464.0,2017,3,4,5,9
2,3,1,700000.0,2,42,13.5,3042.0,3.0,2.0,2.0,239.0,134.0,2009.0,22,-37.7218,144.8837,6,3464.0,2017,3,4,5,9
2,3,0,600000.0,2,193,13.5,3042.0,2.0,1.0,1.0,290.0,116.0,1980.0,22,-37.7273,144.8744,6,3464.0,2017,3,4,5,9
2,2,2,500000.0,7,23,13.5,3042.0,2.0,1.0,1.0,168.0,86.0,2011.0,22,-37.7215,144.8864,6,3464.0,2017,3,4,5,9
2,2,1,420000.0,7,23,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,6,4,5,22
2,3,1,500000.0,7,227,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,6,4,5,22
2,5,0,1035000.0,2,6,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,8,6,5,31
2,4,0,960000.0,2,23,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,8,6,5,31
2,4,0,960000.0,2,227,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,8,6,5,31
2,3,0,720000.0,2,23,13.5,3042.0,2.0,1.0,1.0,620.0,136.0,1970.0,22,-37.7173,144.8872,6,3464.0,2016,8,6,5,31
2,4,0,785000.0,2,79,13.5,3042.0,3.0,1.0,2.0,597.0,127.0,1970.0,22,-37.7259,144.8792,6,3464.0,2016,8,6,5,31
2,6,0,725000.0,5,23,13.5,3042.0,6.0,3.0,2.0,976.0,186.0,1980.0,22,-37.7239,144.8735,6,3464.0,2016,5,7,5,18
2,2,1,450000.0,2,23,13.5,3042.0,2.0,1.0,1.0,110.0,90.0,2015.0,22,-37.7216,144.871,6,3464.0,2016,5,7,5,18
2,2,2,515000.0,2,23,13.5,3042.0,2.0,1.0,1.0,141.0,73.0,2013.0,22,-37.7298,144.8883,6,3464.0,2016,11,7,0,45
2,3,0,680000.0,7,227,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,10,8,5,40
2,2,2,530000.0,2,227,13.5,3042.0,2.0,1.0,1.0,120.0,94.0,2012.0,22,-37.7234,144.8792,6,3464.0,2016,9,10,5,36
2,3,0,895000.0,0,288,13.5,3042.0,3.0,1.0,6.0,1063.0,133.0,1975.0,22,-37.7249,144.8728,6,3464.0,2016,9,10,5,36
2,3,2,600000.0,7,227,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,9,10,5,36
2,3,0,805000.0,2,227,13.5,3042.0,3.0,1.0,1.0,0.0,105.0,1950.0,22,-37.7217,144.8783,6,3464.0,2016,12,10,5,49
2,3,1,760000.0,0,23,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,12,10,5,49
2,3,2,752000.0,2,227,13.5,3042.0,3.0,1.0,1.0,265.0,130.0,1993.0,22,-37.7302,144.8855,6,3464.0,2017,2,11,5,6
2,3,2,580000.0,7,227,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,11,12,5,45
2,3,0,725000.0,0,279,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,11,12,5,45
2,4,0,758000.0,2,155,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,8,13,5,32
2,2,2,440000.0,2,23,13.5,3042.0,2.0,1.0,1.0,192.0,136.0,1970.0,22,-37.7177,144.8787,6,3464.0,2016,8,13,5,32
2,3,0,970000.0,2,23,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,5,14,5,19
2,5,0,755000.0,0,267,13.5,3042.0,3.0,2.0,2.0,596.0,136.0,1970.0,22,-37.7248,144.8699,6,3464.0,2016,5,14,5,19
2,4,0,985000.0,2,23,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,10,15,5,41
2,3,1,700000.0,0,42,13.5,3042.0,3.0,2.0,2.0,165.0,133.0,2009.0,22,-37.727,144.887,6,3464.0,2016,10,15,5,41
2,2,2,509500.0,5,227,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,10,15,5,41
2,3,0,830000.0,2,23,13.5,3042.0,3.0,1.0,2.0,971.0,113.0,1960.0,22,-37.7186,144.876,6,3464.0,2016,4,16,5,15
2,2,2,462500.0,2,23,13.5,3042.0,2.0,1.0,1.0,164.0,136.0,2003.0,22,-37.7218,144.8863,6,3464.0,2016,7,16,5,28
2,3,0,670000.0,5,23,13.5,3042.0,3.0,2.0,2.0,657.0,136.0,1970.0,22,-37.7269,144.8742,6,3464.0,2016,7,16,5,28
2,2,0,675000.0,2,23,13.5,3042.0,2.0,1.0,1.0,612.0,100.0,1975.0,22,-37.7187,144.8765,6,3464.0,2016,7,16,5,28
2,3,0,1042000.0,2,227,13.5,3042.0,3.0,2.0,5.0,612.0,174.0,1950.0,22,-37.7173,144.8796,6,3464.0,2016,7,16,5,28
2,3,0,910000.0,2,203,13.5,3042.0,3.0,1.0,1.0,775.0,136.0,1970.0,22,-37.7231,144.8835,6,3464.0,2016,9,17,5,37
2,4,0,773000.0,2,42,13.5,3042.0,5.0,3.0,4.0,531.0,309.0,1980.0,22,-37.7263,144.8679,6,3464.0,2016,9,17,5,37
2,3,0,715000.0,2,23,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,9,17,5,37
2,3,0,810000.0,0,23,13.5,3042.0,3.0,3.0,2.0,555.0,192.0,1980.0,22,-37.7285,144.8694,6,3464.0,2017,3,18,5,11
2,3,0,715000.0,2,288,13.5,3042.0,3.0,2.0,2.0,422.0,126.0,1995.0,22,-37.7164,144.8792,6,3464.0,2017,3,18,5,11
2,3,0,790000.0,2,227,13.5,3042.0,3.0,1.0,3.0,614.0,136.0,1970.0,22,-37.7194,144.8827,6,3464.0,2017,3,18,5,11
2,2,1,460000.0,7,227,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,6,18,5,24
2,3,1,540000.0,5,227,13.5,3042.0,2.0,2.0,1.0,161.0,101.0,2010.0,22,-37.7231,144.8802,6,3464.0,2016,6,18,5,24
2,3,1,825000.0,5,23,13.5,3042.0,3.0,2.0,1.0,293.0,102.0,1960.0,22,-37.72,144.8776,6,3464.0,2016,11,19,5,46
2,3,0,685000.0,2,23,13.5,3042.0,3.0,1.0,1.0,579.0,113.0,1975.0,22,-37.7226,144.8733,6,3464.0,2016,5,22,6,20
2,3,2,445000.0,2,42,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,5,22,6,20
2,3,0,805000.0,2,23,13.5,3042.0,3.0,1.0,1.0,623.0,136.0,1970.0,22,-37.7184,144.882,6,3464.0,2016,8,22,0,34
2,2,2,510000.0,2,227,13.5,3042.0,2.0,1.0,1.0,141.0,76.0,1970.0,22,-37.7202,144.8797,6,3464.0,2016,8,22,0,34
2,3,0,612000.0,2,227,13.5,3042.0,3.0,2.0,1.0,212.0,136.0,1970.0,22,-37.7181,144.8824,6,3464.0,2016,8,22,0,34
2,3,0,662000.0,2,42,13.5,3042.0,3.0,1.0,2.0,612.0,136.0,1970.0,22,-37.7169,144.8815,6,3464.0,2016,4,23,5,16
2,4,0,978000.0,2,227,13.5,3042.0,4.0,3.0,2.0,532.0,136.0,1970.0,22,-37.7263,144.869,6,3464.0,2016,9,24,5,38
2,3,2,870000.0,7,23,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2017,2,25,5,8
2,3,0,720000.0,0,227,13.5,3042.0,3.0,1.0,1.0,585.0,136.0,1970.0,22,-37.72,144.878,6,3464.0,2017,2,25,5,8
2,2,2,474000.0,0,23,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,7,26,1,30
2,2,1,490000.0,5,111,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,7,26,1,30
2,3,0,405000.0,2,279,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,6,27,0,26
2,3,1,715000.0,2,23,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,11,27,6,47
2,3,2,671500.0,2,203,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,11,27,6,47
2,4,0,765000.0,2,264,13.5,3042.0,4.0,1.0,2.0,509.0,136.0,1970.0,22,-37.7261,144.8785,6,3464.0,2016,11,27,6,47
2,4,0,900000.0,2,131,13.5,3042.0,4.0,2.0,3.0,628.0,146.0,1975.0,22,-37.7256,144.8739,6,3464.0,2016,11,27,6,47
2,3,2,820000.0,2,227,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,8,28,6,34
2,3,2,650000.0,0,227,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,7,30,5,30
2,3,1,552000.0,5,227,13.5,3042.0,3.0,2.0,2.0,521.0,136.0,1970.0,22,-37.8076,145.0078,6,3464.0,2016,7,30,5,30
4,2,0,1275000.0,2,370,3.3,3206.0,2.0,1.0,0.0,120.0,82.0,1900.0,26,-37.8459,144.9555,5,3280.0,2016,9,3,5,35
4,2,0,1455000.0,2,329,3.3,3206.0,2.0,1.0,0.0,159.0,136.0,1970.0,26,-37.845,144.9538,5,3280.0,2016,9,3,5,35
4,3,0,2850000.0,0,50,3.3,3206.0,3.0,2.0,0.0,211.0,198.0,1890.0,26,-37.8481,144.9499,5,3280.0,2017,3,4,5,9
4,3,0,1850000.0,2,124,3.3,3206.0,3.0,2.0,0.0,128.0,133.0,1890.0,26,-37.8452,144.9488,5,3280.0,2017,3,4,5,9
4,2,0,870000.0,5,198,3.3,3206.0,2.0,1.0,0.0,215.0,136.0,1900.0,26,-37.8405,144.953,5,3280.0,2017,3,4,5,9
4,2,0,1436000.0,2,275,3.3,3206.0,2.0,1.0,0.0,130.0,81.0,1900.0,26,-37.8431,144.9565,5,3280.0,2017,3,4,5,9
4,3,0,870000.0,4,124,3.3,3206.0,2.0,2.0,1.0,336.0,145.0,1890.0,26,-37.8471,144.9561,5,3280.0,2016,8,6,5,31
4,2,0,1110000.0,2,198,3.3,3206.0,1.0,1.0,0.0,147.0,136.0,1900.0,26,-37.8444,144.9484,5,3280.0,2016,8,6,5,31
4,2,0,1550000.0,2,311,3.3,3206.0,2.0,1.0,1.0,167.0,136.0,1970.0,26,-37.8405,144.9521,5,3280.0,2016,5,7,5,18
4,4,0,2300000.0,2,198,3.3,3206.0,4.0,2.0,1.0,153.0,180.0,1880.0,26,-37.8447,144.9523,5,3280.0,2016,5,7,5,18
4,3,0,870000.0,2,198,3.3,3206.0,3.0,1.0,2.0,316.0,125.0,1880.0,26,-37.8449,144.9536,5,3280.0,2016,5,7,5,18
4,3,1,1550000.0,7,198,3.3,3206.0,3.0,2.0,2.0,718.0,136.0,1970.0,26,-37.8443,144.9598,5,3280.0,2016,11,7,0,45
4,3,0,1800000.0,7,124,3.3,3206.0,3.0,2.0,1.0,132.0,159.0,1996.0,26,-37.8415,144.952,5,3280.0,2016,11,7,0,45
4,3,0,2485000.0,2,63,3.3,3206.0,3.0,2.0,2.0,521.0,136.0,1970.0,26,-37.8076,145.0078,5,3280.0,2016,10,8,5,40
4,2,0,2120000.0,2,124,3.3,3206.0,2.0,1.0,1.0,199.0,107.0,1900.0,26,-37.8422,144.9554,5,3280.0,2016,9,10,5,36
4,3,0,1800000.0,7,63,3.3,3206.0,3.0,1.0,1.0,253.0,136.0,1970.0,26,-37.8443,144.9579,5,3280.0,2016,9,10,5,36
4,3,0,1800000.0,2,198,3.3,3206.0,3.0,2.0,1.0,90.0,122.0,1900.0,26,-37.8421,144.9571,5,3280.0,2016,9,10,5,36
4,3,0,870000.0,4,198,3.3,3206.0,3.0,1.0,0.0,126.0,88.0,1910.0,26,-37.8427,144.9515,5,3280.0,2016,9,10,5,36
4,2,0,1810000.0,0,124,3.3,3206.0,2.0,1.0,0.0,240.0,136.0,1970.0,26,-37.8379,144.9539,5,3280.0,2016,12,10,5,49
4,3,0,2615000.0,2,63,3.3,3206.0,3.0,2.0,1.0,177.0,181.0,1880.0,26,-37.8415,144.9585,5,3280.0,2016,12,10,5,49
4,5,0,2100000.0,2,124,3.3,3206.0,5.0,2.0,1.0,237.0,136.0,1970.0,26,-37.8436,144.9557,5,3280.0,2016,12,10,5,49
4,3,0,1300000.0,2,370,3.3,3206.0,3.0,1.0,0.0,129.0,136.0,1970.0,26,-37.8422,144.949,5,3280.0,2016,12,10,5,49
4,3,0,1370000.0,2,124,3.3,3206.0,3.0,2.0,2.0,0.0,85.0,2000.0,26,-37.8451,144.9511,5,3280.0,2016,6,12,6,23
4,2,0,1000000.0,2,63,3.3,3206.0,2.0,1.0,0.0,288.0,136.0,1970.0,26,-37.8407,144.9523,5,3280.0,2016,11,12,5,45
4,2,0,870000.0,5,198,3.3,3206.0,2.0,1.0,2.0,366.0,117.0,1900.0,26,-37.847,144.9506,5,3280.0,2016,8,13,5,32
4,3,0,2575000.0,2,124,3.3,3206.0,3.0,2.0,1.0,228.0,136.0,1970.0,26,-37.8445,144.9501,5,3280.0,2016,10,15,5,41
4,2,0,1322500.0,2,124,3.3,3206.0,2.0,1.0,0.0,149.0,98.0,1890.0,26,-37.8443,144.9481,5,3280.0,2016,10,15,5,41
4,2,0,870000.0,2,370,3.3,3206.0,2.0,1.0,1.0,152.0,136.0,1970.0,26,-37.8437,144.959,5,3280.0,2016,10,15,5,41
4,2,0,1562500.0,2,124,3.3,3206.0,2.0,1.0,0.0,141.0,83.0,1890.0,26,-37.8424,144.9562,5,3280.0,2016,10,15,5,41
4,3,0,2000000.0,7,275,3.3,3206.0,3.0,2.0,1.0,211.0,147.0,1900.0,26,-37.847,144.9575,5,3280.0,2016,4,16,5,15
4,4,0,870000.0,2,198,3.3,3206.0,3.0,1.0,0.0,236.0,136.0,1970.0,26,-37.8454,144.9521,5,3280.0,2016,9,17,5,37
4,3,0,870000.0,2,198,3.3,3206.0,3.0,1.0,2.0,300.0,136.0,1970.0,26,-37.8457,144.9479,5,3280.0,2017,3,18,5,11
4,3,0,1900000.0,2,124,3.3,3206.0,3.0,1.0,0.0,209.0,136.0,1900.0,26,-37.8468,144.9546,5,3280.0,2017,3,18,5,11
4,3,0,3010000.0,2,124,3.3,3206.0,3.0,2.0,0.0,147.0,146.0,1890.0,26,-37.8473,144.9551,5,3280.0,2017,3,18,5,11
4,3,0,870000.0,5,198,3.3,3206.0,3.0,1.0,0.0,173.0,136.0,1970.0,26,-37.8482,144.9513,5,3280.0,2016,6,18,5,24
4,4,0,2800000.0,7,63,3.3,3206.0,4.0,3.0,1.0,327.0,254.0,1910.0,26,-37.8467,144.9475,5,3280.0,2016,6,18,5,24
4,3,0,870000.0,4,63,3.3,3206.0,3.0,1.0,0.0,169.0,136.0,1970.0,26,-37.8448,144.9578,5,3280.0,2016,11,19,5,46
4,2,2,647000.0,2,124,3.3,3206.0,2.0,1.0,1.0,0.0,136.0,1970.0,26,-37.846,144.9542,5,3280.0,2016,5,22,6,20
